console_id,desk_id,workspace,origin,role,action_id,authority_action_set,organization_scope,backend_service,route,authentication_assurance,step_up_required,maker_checker_dual_control,incompatible_roles,sensitive_data_classes,audit_evidence_obligation,break_glass_eligible,break_glass_notification,activation_state,governing_fir
CONSOLE_GOVERNANCE,DESK_REGIONAL_INTERVENTION,party-governance,https://governance.ctrl.epd2.invalid,REGIONAL_INTERVENTION,INTERVENE.LIFT,RESTORE,LAND,organization-service + privileged-access-service,/ctrl/v1/intervention/intervene/lift,AAL2,no,quorum=2;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-GOV-004
CONSOLE_GOVERNANCE,DESK_REGIONAL_INTERVENTION,party-governance,https://governance.ctrl.epd2.invalid,REGIONAL_INTERVENTION,INTERVENE.READ_ACTIVE,READ_METADATA,LAND,organization-service + privileged-access-service,/ctrl/v1/intervention/intervene/read_active,AAL2,no,quorum=0;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-GOV-004
CONSOLE_GOVERNANCE,DESK_REGIONAL_INTERVENTION,party-governance,https://governance.ctrl.epd2.invalid,REGIONAL_INTERVENTION,INTERVENE.REGIONAL_ACTION_RESTRICTION,SUSPEND_OR_QUARANTINE,LAND,organization-service + privileged-access-service,/ctrl/v1/intervention/intervene/regional_action_restriction,AAL2,yes,quorum=2;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-GOV-004
CONSOLE_GOVERNANCE,DESK_REGIONAL_INTERVENTION,party-governance,https://governance.ctrl.epd2.invalid,REGIONAL_INTERVENTION,INTERVENE.TEMPORARY_SUPERVISION,ACTIVATE,LAND,organization-service + privileged-access-service,/ctrl/v1/intervention/intervene/temporary_supervision,AAL2,yes,quorum=2;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-GOV-004;FIR-GOV-005
CONSOLE_IDENTITY,DESK_CREDENTIAL_OPERATIONS,identity-operations,https://identity.ctrl.epd2.invalid,CREDENTIAL_OPERATIONS,CRED.HUMAN_ENROLL,ACTIVATE,LAND,identity-service + credential-service,/ctrl/v1/credential/cred/human_enroll,AAL2,no,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,AUTHENTICATION_METADATA,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-SEC-004
CONSOLE_IDENTITY,DESK_CREDENTIAL_OPERATIONS,identity-operations,https://identity.ctrl.epd2.invalid,CREDENTIAL_OPERATIONS,CRED.HUMAN_REVOKE,REVOKE,LAND,identity-service + credential-service,/ctrl/v1/credential/cred/human_revoke,AAL2,no,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,AUTHENTICATION_METADATA,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-SEC-004
CONSOLE_IDENTITY,DESK_RECOVERY,identity-operations,https://identity.ctrl.epd2.invalid,RECOVERY,CRED.HIGH_ASSURANCE_RECOVERY,ACTIVATE,LAND,identity-service + credential-service,/ctrl/v1/credential/cred/high_assurance_recovery,AAL3,yes,quorum=2;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,RECOVERY_EVIDENCE,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-SEC-004;FIR-TRUST-002
CONSOLE_OPERATIONS,DESK_KEY_CUSTODY,platform-operations,https://operations.ctrl.epd2.invalid,KEY_CUSTODY,KEY.DESTROY,DESTROY,PLATFORM,key/trust platform (external custody),/ctrl/v1/key_trust/key/destroy,AAL3,yes,quorum=3;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-TRUST-002;FIR-TRUST-003
CONSOLE_OPERATIONS,DESK_KEY_CUSTODY,platform-operations,https://operations.ctrl.epd2.invalid,KEY_CUSTODY,KEY.READ_TRUST_STATE,READ_METADATA,PLATFORM,key/trust platform (external custody),/ctrl/v1/key_trust/key/read_trust_state,AAL2,no,quorum=0;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-TRUST-003
CONSOLE_OPERATIONS,DESK_KEY_CUSTODY,platform-operations,https://operations.ctrl.epd2.invalid,KEY_CUSTODY,KEY.REQUEST_GENERATION,EXECUTE,PLATFORM,key/trust platform (external custody),/ctrl/v1/key_trust/key/request_generation,AAL3,yes,quorum=2;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,KEY_METADATA,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-TRUST-002;FIR-TRUST-003;FIR-SEC-004
CONSOLE_OPERATIONS,DESK_KEY_CUSTODY,platform-operations,https://operations.ctrl.epd2.invalid,KEY_CUSTODY,KEY.ROTATE,ROTATE_OR_REPLACE,PLATFORM,key/trust platform (external custody),/ctrl/v1/key_trust/key/rotate,AAL3,no,quorum=2;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-TRUST-003
CONSOLE_OPERATIONS,DESK_PLATFORM_OPERATIONS,platform-operations,https://operations.ctrl.epd2.invalid,PLATFORM_OPERATIONS,PLATFORM.READ_HEALTH,READ_METADATA,PLATFORM,data-plane-service,/ctrl/v1/platform/platform/read_health,AAL2,no,quorum=0;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-OPS-001
CONSOLE_OPERATIONS,DESK_PLATFORM_OPERATIONS,platform-operations,https://operations.ctrl.epd2.invalid,PLATFORM_OPERATIONS,PLATFORM.SERVICE_TASK,EXECUTE,PLATFORM,data-plane-service,/ctrl/v1/platform/platform/service_task,AAL2,no,quorum=0;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-OPS-001;FIR-CTRL-001
CONSOLE_OPERATIONS,DESK_PROCUREMENT,platform-operations,https://operations.ctrl.epd2.invalid,PROCUREMENT,PROCUREMENT.APPROVE_VENDOR,EXECUTE,LAND,finance-service,/ctrl/v1/procurement/procurement/approve_vendor,AAL2,no,quorum=2;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-OSS-007;FIR-CTRL-001
CONSOLE_OPERATIONS,DESK_RECORDS_RETENTION,platform-operations,https://operations.ctrl.epd2.invalid,RECORDS_RETENTION,RECORDS.APPLY_RETENTION,EXECUTE,LAND,document-service,/ctrl/v1/records/records/apply_retention,AAL2,no,quorum=2;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-CTRL-001
CONSOLE_OPERATIONS,DESK_SERVICE_IDENTITY,platform-operations,https://operations.ctrl.epd2.invalid,SERVICE_IDENTITY,SERVICE_CRED.ISSUE,ACTIVATE,PLATFORM,identity-service (workload identity),/ctrl/v1/service_identity/service_cred/issue,AAL2,no,quorum=2;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,SERVICE_CREDENTIAL_METADATA,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-SEC-004;FIR-TRUST-003
CONSOLE_OPERATIONS,DESK_SERVICE_IDENTITY,platform-operations,https://operations.ctrl.epd2.invalid,SERVICE_IDENTITY,SERVICE_CRED.ROTATE,ROTATE_OR_REPLACE,PLATFORM,identity-service (workload identity),/ctrl/v1/service_identity/service_cred/rotate,AAL2,no,quorum=2;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-SEC-004;FIR-TRUST-003
CONSOLE_OVERSIGHT,DESK_AUDIT_OVERSIGHT,independent-oversight,https://oversight.ctrl.epd2.invalid,AUDIT_OVERSIGHT,AUDIT.LOOKUP,REVIEW_OR_AUDIT,LAND,audit-core,/ctrl/v1/audit/audit/lookup,AAL2,no,quorum=0;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-CTRL-001;FIR-OPS-001
CONSOLE_OVERSIGHT,DESK_AUDIT_OVERSIGHT,independent-oversight,https://oversight.ctrl.epd2.invalid,AUDIT_OVERSIGHT,EMERGENCY.REVIEW,REVIEW_OR_AUDIT,LAND,privileged-access-service,/ctrl/v1/emergency/emergency/review,AAL2,no,quorum=0;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-SEC-004;FIR-CTRL-001
CONSOLE_OVERSIGHT,DESK_COMPLAINTS_OMBUDS,independent-oversight,https://oversight.ctrl.epd2.invalid,COMPLAINTS_OMBUDS,CASE.OMBUDS_DECIDE,EXECUTE,LAND,compliance-service,/ctrl/v1/casework/case/ombuds_decide,AAL2,no,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,CASE_CONTENT,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-CTRL-001
CONSOLE_OVERSIGHT,DESK_DPO_PRIVACY,independent-oversight,https://oversight.ctrl.epd2.invalid,DPO_PRIVACY,PRIVACY.REVIEW_EXPORT,REVIEW_OR_AUDIT,LAND,compliance-service,/ctrl/v1/privacy/privacy/review_export,AAL2,no,quorum=2;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,PERSONAL_DATA,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-OPS-001;FIR-SEC-004
CONSOLE_OVERSIGHT,DESK_PROTECTED_REPORTING,independent-oversight,https://oversight.ctrl.epd2.invalid,PROTECTED_REPORTING,REPORTING.CUSTODY_ACCESS,VIEW_OR_EXPORT_SECRET,LAND,privileged-access-service (separate custody),/ctrl/v1/protected_reporting/reporting/custody_access,AAL3,yes,quorum=2;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,REPORTER_IDENTITY,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-CTRL-001
CONSOLE_SECURITY,DESK_EMERGENCY,security-operations,https://security.ctrl.epd2.invalid,EMERGENCY,EMERGENCY.ACTIVATE,ACTIVATE,LAND,privileged-access-service,/ctrl/v1/emergency/emergency/activate,AAL2,no,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,yes,out-of-band notification + mandatory post-use review,PRESEAL_NOT_ACCEPTED,FIR-SEC-004
CONSOLE_SECURITY,DESK_EMERGENCY,security-operations,https://security.ctrl.epd2.invalid,EMERGENCY,EMERGENCY.APPROVE,APPROVE,LAND,privileged-access-service,/ctrl/v1/emergency/emergency/approve,AAL2,yes,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,yes,out-of-band notification + mandatory post-use review,PRESEAL_NOT_ACCEPTED,FIR-SEC-004
CONSOLE_SECURITY,DESK_EMERGENCY,security-operations,https://security.ctrl.epd2.invalid,EMERGENCY,EMERGENCY.REQUEST,REQUEST,LAND,privileged-access-service,/ctrl/v1/emergency/emergency/request,AAL2,yes,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,yes,out-of-band notification + mandatory post-use review,PRESEAL_NOT_ACCEPTED,FIR-SEC-004;FIR-CTRL-001
CONSOLE_SECURITY,DESK_EMERGENCY,security-operations,https://security.ctrl.epd2.invalid,EMERGENCY,EMERGENCY.REVOKE,REVOKE,LAND,privileged-access-service,/ctrl/v1/emergency/emergency/revoke,AAL2,no,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,yes,out-of-band notification + mandatory post-use review,PRESEAL_NOT_ACCEPTED,FIR-SEC-004
CONSOLE_SECURITY,DESK_PRIVILEGED_ACCESS,security-operations,https://security.ctrl.epd2.invalid,PRIVILEGED_ACCESS,JIT.REQUEST,ACTIVATE,LAND,privileged-access-service,/ctrl/v1/privileged/jit/request,AAL2,yes,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-SEC-004;FIR-CTRL-001
CONSOLE_SECURITY,DESK_SECURITY_OPERATIONS,security-operations,https://security.ctrl.epd2.invalid,SECURITY_OPERATIONS,INTERVENE.SESSION_QUARANTINE,SUSPEND_OR_QUARANTINE,LAND,organization-service + privileged-access-service,/ctrl/v1/intervention/intervene/session_quarantine,AAL2,no,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,yes,out-of-band notification + mandatory post-use review,PRESEAL_NOT_ACCEPTED,FIR-GOV-004;FIR-SEC-004;FIR-TRUST-002
CONSOLE_SECURITY,DESK_SECURITY_OPERATIONS,security-operations,https://security.ctrl.epd2.invalid,SECURITY_OPERATIONS,KEY.MARK_COMPROMISED,SUSPEND_OR_QUARANTINE,PLATFORM,key/trust platform (external custody),/ctrl/v1/key_trust/key/mark_compromised,AAL2,no,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,yes,out-of-band notification + mandatory post-use review,PRESEAL_NOT_ACCEPTED,FIR-TRUST-002;FIR-TRUST-003
CONSOLE_SECURITY,DESK_SECURITY_OPERATIONS,security-operations,https://security.ctrl.epd2.invalid,SECURITY_OPERATIONS,SERVICE_CRED.REVOKE,REVOKE,PLATFORM,identity-service (workload identity),/ctrl/v1/service_identity/service_cred/revoke,AAL2,no,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,yes,out-of-band notification + mandatory post-use review,PRESEAL_NOT_ACCEPTED,FIR-SEC-004
CONSOLE_SECURITY,DESK_SECURITY_OPERATIONS,security-operations,https://security.ctrl.epd2.invalid,SECURITY_OPERATIONS,SESSION.REVOKE,REVOKE,LAND,identity-service,/ctrl/v1/session/session/revoke,AAL2,no,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-SEC-004
CONSOLE_WORKDESK,DESK_AI_OVERSIGHT,domain-work-desks,https://desks.ctrl.epd2.invalid,AI_OVERSIGHT,AI.REVIEW_DRAFT,EXECUTE,LAND,ai-processing-service,/ctrl/v1/ai_oversight/ai/review_draft,AAL2,no,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,CASE_CONTENT,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-AI-003
CONSOLE_WORKDESK,DESK_CITIZEN_OFFICE,domain-work-desks,https://desks.ctrl.epd2.invalid,CITIZEN_OFFICE,CITIZEN_OFFICE.ROUTE_CASE,EXECUTE,LAND,transparency-service,/ctrl/v1/citizen_office/citizen_office/route_case,AAL2,no,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,CASE_CONTENT;PERSONAL_DATA,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-AI-003;FIR-CTRL-001
CONSOLE_WORKDESK,DESK_CORRESPONDENCE,domain-work-desks,https://desks.ctrl.epd2.invalid,CORRESPONDENCE,CORRESPONDENCE.SEND_OFFICIAL,EXECUTE,LAND,document-service,/ctrl/v1/correspondence/correspondence/send_official,AAL2,no,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,CASE_CONTENT;PERSONAL_DATA,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-AI-003;FIR-GOV-004
CONSOLE_WORKDESK,DESK_FINANCE,domain-work-desks,https://desks.ctrl.epd2.invalid,FINANCE,FINANCE.APPROVE_PAYMENT,EXECUTE,LAND,finance-service,/ctrl/v1/finance/finance/approve_payment,AAL2,no,quorum=2;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,FINANCIAL_DATA,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-GOV-005
CONSOLE_WORKDESK,DESK_MODERATION,domain-work-desks,https://desks.ctrl.epd2.invalid,MODERATION,MODERATION.DECIDE,EXECUTE,LAND,moderation-service,/ctrl/v1/moderation/moderation/decide,AAL2,no,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,CASE_CONTENT,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-CTRL-001
CONSOLE_WORKDESK,DESK_REPRESENTATIVE_OPEN_DESK,domain-work-desks,https://desks.ctrl.epd2.invalid,REPRESENTATIVE_OPEN_DESK,REPRESENTATIVE.OPEN_DESK_UPDATE,EXECUTE,LAND,transparency-service,/ctrl/v1/representative/representative/open_desk_update,AAL2,no,quorum=1;four_eyes=no,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-CTRL-001
CONSOLE_WORKDESK,DESK_TRANSPARENCY_PUBLICATION,domain-work-desks,https://desks.ctrl.epd2.invalid,TRANSPARENCY_PUBLICATION,TRANSPARENCY.PUBLISH,EXECUTE,LAND,transparency-service,/ctrl/v1/transparency/transparency/publish,AAL2,no,quorum=2;four_eyes=yes,APPROVE!=EXECUTE;EXECUTE!=REVIEW_OR_AUDIT;REQUEST!=APPROVE,none,immutable,no,n/a,PRESEAL_NOT_ACCEPTED,FIR-CTRL-001
NO_CONSOLE,NO_DESK,n/a,n/a,VOTING_TRUSTEE,NO_UI,none,n/a,n/a,n/a,n/a,no,n/a,n/a,none,n/a,no,n/a,NO_UI_DECISION,FIR-CTRL-001
NO_CONSOLE,NO_DESK,n/a,n/a,VOTING_KEY_CUSTODIAN,NO_UI,none,n/a,n/a,n/a,n/a,no,n/a,n/a,none,n/a,no,n/a,NO_UI_DECISION,FIR-SEC-004
NO_CONSOLE,NO_DESK,n/a,n/a,UNIVERSAL_SYSTEM_ADMINISTRATOR,NO_UI,none,n/a,n/a,n/a,n/a,no,n/a,n/a,none,n/a,no,n/a,NO_UI_DECISION,FIR-CTRL-001
